Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
TipoMedicaoCotas: 1 = Escala, 2 = Linígrafo, 3 = Data Logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:42450720


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;TipoMedicaoCotas;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Cota01;Cota02;Cota03;Cota04;Cota05;Cota06;Cota07;Cota08;Cota09;Cota10;Cota11;Cota12;Cota13;Cota14;Cota15;Cota16;Cota17;Cota18;Cota19;Cota20;Cota21;Cota22;Cota23;Cota24;Cota25;Cota26;Cota27;Cota28;Cota29;Cota30;Cota31;Cota01Status;Cota02Status;Cota03Status;Cota04Status;Cota05Status;Cota06Status;Cota07Status;Cota08Status;Cota09Status;Cota10Status;Cota11Status;Cota12Status;Cota13Status;Cota14Status;Cota15Status;Cota16Status;Cota17Status;Cota18Status;Cota19Status;Cota20Status;Cota21Status;Cota22Status;Cota23Status;Cota24Status;Cota25Status;Cota26Status;Cota27Status;Cota28Status;Cota29Status;Cota30Status;Cota31Status
42450720;1;01/11/2017;01/01/1900 07:00:00;0;1;46;12;24;30;1;0;0;0;;0;14;16;18;19;18;19;18;22;22;23;22;23;22;20;21;20;20;22;35;31;30;28;30;28;27;27;27;28;27;46;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42450720;1;01/11/2017;01/01/1900 17:00:00;0;1;46;12;24;30;1;0;0;0;;0;12;15;16;18;16;18;17;19;20;20;21;22;20;19;22;20;23;20;33;30;29;27;28;27;28;28;26;27;26;46;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42450720;1;01/11/2017;;1;1;46;12;24;30;1;0;0;0;;0;13;16;17;19;17;19;18;21;21;22;22;23;21;20;22;20;22;21;34;31;30;28;29;28;28;28;27;28;27;46;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42450720;1;01/10/2017;01/01/1900 07:00:00;0;1;20;8;15;2;29;0;0;0;;0;18;20;20;20;20;20;18;19;12;14;18;16;16;14;14;14;14;14;12;12;14;12;11;12;13;14;15;12;10;13;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/10/2017;01/01/1900 17:00:00;0;1;20;8;15;2;29;0;0;0;;0;19;20;20;19;20;20;18;18;12;13;16;14;14;12;13;12;13;11;14;12;12;11;12;14;12;12;14;11;8;12;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/10/2017;;1;1;20;8;15;2;29;0;0;0;;0;19;20;20;20;20;20;18;19;12;14;17;15;15;13;14;13;14;13;13;12;13;12;12;13;13;13;15;12;9;13;13;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/09/2017;01/01/1900 17:00:00;0;1;19;12;15;29;10;0;0;0;;0;15;17;17;18;18;18;18;17;13;12;16;12;16;17;17;13;13;14;13;12;13;12;14;15;16;14;17;18;18;15;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42450720;1;01/09/2017;01/01/1900 07:00:00;0;1;19;12;15;29;10;0;0;0;;0;14;16;18;18;17;16;18;17;13;14;17;17;17;17;18;14;13;15;12;13;14;13;15;16;17;12;16;18;19;15;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42450720;1;01/09/2017;;1;1;19;12;15;29;10;0;0;0;;0;15;17;18;18;18;17;18;17;13;13;17;15;17;17;18;14;13;15;13;13;14;13;15;16;17;13;17;18;19;15;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
42450720;1;01/08/2017;01/01/1900 17:00:00;0;1;22;14;19;2;31;0;0;0;;0;20;22;20;20;20;20;20;20;20;20;20;20;18;20;18;18;16;19;20;20;17;20;17;20;18;17;18;19;18;16;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/08/2017;01/01/1900 07:00:00;0;1;22;14;19;2;31;0;0;0;;0;20;22;20;20;20;20;22;17;20;20;20;20;18;18;20;18;18;16;18;20;18;18;19;18;20;18;18;20;19;17;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/08/2017;;1;1;22;14;19;2;31;0;0;0;;0;20;22;20;20;20;20;21;19;20;20;20;20;18;19;19;18;17;18;19;20;18;19;18;19;19;18;18;20;19;17;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/03/2017;01/01/1900 17:00:00;0;1;56;40;44;30;3;0;0;0;;0;49;48;40;46;44;44;43;42;42;41;40;40;40;46;40;40;45;40;40;45;43;43;43;42;40;40;40;46;44;56;50;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/03/2017;01/01/1900 07:00:00;0;1;56;40;44;30;3;0;0;0;;0;50;49;49;47;45;44;44;44;43;43;42;42;42;48;42;41;46;42;40;46;44;43;42;42;40;40;40;46;45;56;51;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/03/2017;;1;1;56;40;44;30;3;0;0;0;;0;50;49;45;47;45;44;44;43;43;42;41;41;41;47;41;41;46;41;40;46;44;43;43;42;40;40;40;46;45;56;51;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/02/2017;01/01/1900 17:00:00;0;1;60;35;43;26;22;0;0;0;;0;36;38;42;47;44;41;39;50;46;45;45;44;44;48;39;39;39;40;38;42;37;35;39;40;39;60;58;54;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
42450720;1;01/02/2017;01/01/1900 07:00:00;0;1;60;35;43;26;22;0;0;0;;0;37;38;40;45;46;42;40;52;50;44;45;44;44;44;40;40;40;40;39;39;39;39;39;40;40;56;56;56;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
42450720;1;01/02/2017;;1;1;60;35;43;26;22;0;0;0;;0;37;38;41;46;45;42;40;51;48;45;45;44;44;46;40;40;40;40;39;41;38;37;39;40;40;58;57;55;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
42450720;1;01/01/2017;01/01/1900 07:00:00;0;1;57;32;38;25;11;0;0;0;;0;34;34;34;34;40;48;35;34;34;34;32;34;34;34;38;38;47;42;40;38;39;37;39;43;57;43;40;39;38;36;34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/01/2017;01/01/1900 17:00:00;0;1;57;32;38;25;11;0;0;0;;0;33;34;33;34;49;47;34;34;35;34;33;33;33;36;37;38;44;42;38;38;37;36;38;42;56;43;39;39;37;36;34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/01/2017;;1;1;57;32;38;25;11;0;0;0;;0;34;34;34;34;45;48;35;34;35;34;33;34;34;35;38;38;46;42;39;38;38;37;39;43;57;43;40;39;38;36;34;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/12/2016;01/01/1900 07:00:00;0;1;54;34;39;2;23;0;0;0;;0;46;54;46;42;48;44;39;37;36;35;41;47;40;41;47;42;40;37;36;37;37;35;34;34;34;35;35;34;35;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/12/2016;01/01/1900 17:00:00;0;1;54;34;39;2;23;0;0;0;;0;45;52;45;41;47;39;38;36;35;40;46;40;46;46;41;40;37;36;36;36;36;36;34;34;34;34;34;34;34;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/12/2016;;1;1;54;34;39;2;23;0;0;0;;0;46;53;46;42;48;42;39;37;36;38;44;44;43;44;44;41;39;37;36;37;37;36;34;34;34;35;35;34;35;35;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/08/2016;01/01/1900 07:00:00;0;1;12;4;9;16;25;0;0;0;;0;10;10;8;11;8;10;11;10;9;8;8;8;10;9;9;8;7;10;7;5;9;7;5;10;5;10;11;10;5;8;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/08/2016;01/01/1900 17:00:00;0;1;12;4;9;16;25;0;0;0;;0;10;9;10;10;10;10;10;9;9;9;6;9;9;9;10;12;9;8;7;7;9;9;6;9;4;10;9;9;4;6;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/08/2016;;1;1;12;4;9;16;25;0;0;0;;0;10;10;9;11;9;10;11;10;9;9;7;9;10;9;10;10;8;9;7;6;9;8;6;10;5;10;10;10;5;7;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/07/2016;01/01/1900 17:00:00;0;1;18;8;12;4;28;0;0;0;;0;14;15;13;18;14;13;14;13;14;13;14;12;11;11;13;11;12;12;11;13;12;12;14;14;18;11;11;8;9;10;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/07/2016;01/01/1900 07:00:00;0;1;18;8;12;4;28;0;0;0;;0;15;15;12;12;14;11;13;12;14;12;14;11;11;12;11;12;13;12;12;10;12;13;13;14;11;10;12;10;9;10;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/07/2016;;1;1;18;8;12;4;28;0;0;0;;0;15;15;13;15;14;12;14;13;14;13;14;12;11;12;12;12;13;12;12;12;12;13;14;14;15;11;12;9;9;10;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
42450720;1;01/06/2016;01/01/1900 07:00:00;0;1;20;12;17;1;28;0;0;0;;0;20;20;18;18;17;20;18;18;20;20;18;19;18;16;15;17;14;14;14;16;17;18;18;15;15;12;12;12;14;14;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
